"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"
"2697"	"ENSG00000267676"	"chr17"	76244574	76244829	"-"	1145
"2698"	"ENSG00000204277"	"chr17"	76257430	76257994	"-"	2934
"2699"	"ENSG00000267737"	"chr17"	76311810	76311869	"+"	1145
"2700"	"ENSG00000184557"	"chr17"	76352864	76355264	"-"	2729
"2701"	"ENSG00000266970"	"chr17"	76356534	76356854	"+"	1188
"2702"	"ENSG00000243870"	"chr17"	76366935	76367216	"-"	282
"2703"	"ENSG00000087157"	"chr17"	76374721	76374889	"+"	4965
"2704"	"ENSG00000200063"	"chr17"	76396016	76396144	"+"	129
"2705"	"ENSG00000187775"	"chr17"	76419778	76420234	"-"	16142
"2706"	"ENSG00000268965"	"chr17"	76422409	76422834	"+"	426
"2707"	"ENSG00000267432"	"chr17"	76480964	76481244	"+"	1585
"2708"	"ENSG00000268470"	"chr17"	76494911	76499138	"+"	4228
"2709"	"ENSG00000267770"	"chr17"	76518329	76518910	"+"	582
"2710"	"ENSG00000243426"	"chr17"	76528875	76529137	"-"	263
"2711"	"ENSG00000267123"	"chr17"	76613471	76613708	"-"	1271
"2712"	"ENSG00000108669"	"chr17"	76670130	76674553	"-"	7754
"2713"	"ENSG00000252391"	"chr17"	76692776	76692879	"-"	104
"2714"	"ENSG00000055483"	"chr17"	76783463	76783740	"-"	10409
"2715"	"ENSG00000267355"	"chr17"	76842035	76842515	"-"	593
"2716"	"ENSG00000035862"	"chr17"	76849059	76851946	"-"	5633
"2717"	"ENSG00000267601"	"chr17"	76851560	76851926	"+"	367
"2718"	"ENSG00000178404"	"chr17"	76866992	76867088	"-"	2758
"2719"	"ENSG00000267491"	"chr17"	76899345	76899381	"+"	945
"2720"	"ENSG00000108679"	"chr17"	76967320	76969425	"-"	3584
"2721"	"ENSG00000171302"	"chr17"	76987799	76990002	"-"	4414
"2722"	"ENSG00000265096"	"chr17"	77015291	77015698	"-"	966
"2723"	"ENSG00000173918"	"chr17"	77018896	77019170	"+"	4854
"2724"	"ENSG00000167280"	"chr17"	77071021	77071172	"+"	6173
"2725"	"ENSG00000167281"	"chr17"	77085427	77086967	"-"	10067
"2726"	"ENSG00000266711"	"chr17"	77128804	77128911	"+"	547
"2727"	"ENSG00000266665"	"chr17"	77680985	77681058	"-"	74
"2728"	"ENSG00000214105"	"chr17"	77681075	77681465	"+"	4192
"2729"	"ENSG00000239173"	"chr17"	77687493	77687588	"+"	96
"2730"	"ENSG00000182156"	"chr17"	77704681	77705154	"+"	3549
"2731"	"ENSG00000173894"	"chr17"	77751931	77752106	"+"	5687
"2732"	"ENSG00000141570"	"chr17"	77765931	77769357	"-"	4164
"2733"	"ENSG00000262768"	"chr17"	77774397	77774424	"+"	605
"2734"	"ENSG00000238331"	"chr17"	77784478	77784573	"+"	96
"2735"	"ENSG00000262772"	"chr17"	77797251	77797337	"+"	1788
"2736"	"ENSG00000141582"	"chr17"	77806955	77809319	"-"	2880
"2737"	"ENSG00000262343"	"chr17"	77821857	77821967	"-"	324
"2738"	"ENSG00000262585"	"chr17"	77889051	77889212	"-"	5271
"2739"	"ENSG00000262188"	"chr17"	77893156	77893375	"+"	1877
"2740"	"ENSG00000167291"	"chr17"	77906142	77914906	"-"	11555
"2741"	"ENSG00000184247"	"chr17"	77910551	77910739	"-"	441
"2742"	"ENSG00000262172"	"chr17"	77965743	77966142	"-"	443
"2743"	"ENSG00000261978"	"chr17"	77997693	77997813	"+"	418
"2744"	"ENSG00000141519"	"chr17"	78010435	78010556	"+"	9537
"2745"	"ENSG00000171298"	"chr17"	78075355	78075424	"+"	5156
"2746"	"ENSG00000141543"	"chr17"	78109013	78111402	"-"	4967
"2747"	"ENSG00000141527"	"chr17"	78143791	78143855	"+"	8232
"2748"	"ENSG00000262580"	"chr17"	78174472	78178976	"-"	5122
"2749"	"ENSG00000181523"	"chr17"	78180515	78180853	"-"	6713
"2750"	"ENSG00000181045"	"chr17"	78193498	78193787	"+"	4903
"2751"	"ENSG00000173821"	"chr17"	78234665	78234701	"+"	28570
"2752"	"ENSG00000262979"	"chr17"	78289451	78289523	"+"	653
"2753"	"ENSG00000263069"	"chr17"	78325628	78329088	"-"	3983
"2754"	"ENSG00000173818"	"chr17"	78388965	78389050	"+"	7253
"2755"	"ENSG00000264961"	"chr17"	78393218	78393293	"+"	76
"2756"	"ENSG00000260369"	"chr17"	78427535	78428529	"-"	995
"2757"	"ENSG00000171246"	"chr17"	78440948	78444834	"-"	6703
"2758"	"ENSG00000262000"	"chr17"	78489015	78489189	"+"	175
"2759"	"ENSG00000271340"	"chr17"	78489457	78489612	"+"	156
"2760"	"ENSG00000213128"	"chr17"	78516003	78516405	"+"	403
"2761"	"ENSG00000141564"	"chr17"	78518619	78519591	"+"	9389
"2762"	"ENSG00000232083"	"chr17"	78576349	78576741	"-"	393
"2763"	"ENSG00000262833"	"chr17"	78775440	78777539	"-"	3204
"2764"	"ENSG00000262313"	"chr17"	78914218	78914352	"-"	494
"2765"	"ENSG00000262662"	"chr17"	78934566	78934810	"-"	549
"2766"	"ENSG00000261924"	"chr17"	78940039	78942745	"-"	4207
"2767"	"ENSG00000240270"	"chr17"	78950254	78950748	"+"	495
"2768"	"ENSG00000176108"	"chr17"	78965398	78965473	"+"	2118
"2769"	"ENSG00000263218"	"chr17"	78973309	78973459	"-"	455
"2770"	"ENSG00000175911"	"chr17"	78977135	78978932	"+"	1798
"2771"	"ENSG00000262873"	"chr17"	78991769	78992148	"-"	935
"2772"	"ENSG00000262098"	"chr17"	78997345	78997472	"-"	368
"2773"	"ENSG00000226137"	"chr17"	79002933	79007198	"-"	4590
"2774"	"ENSG00000175866"	"chr17"	79008948	79009108	"+"	10262
"2775"	"ENSG00000181409"	"chr17"	79091095	79092242	"-"	6225
"2776"	"ENSG00000207736"	"chr17"	79099076	79099173	"-"	98
"2777"	"ENSG00000211563"	"chr17"	79099677	79099755	"+"	79
"2778"	"ENSG00000221025"	"chr17"	79106996	79107108	"-"	113
"2779"	"ENSG00000263167"	"chr17"	79109571	79109721	"+"	362
"2780"	"ENSG00000225180"	"chr17"	79139307	79139547	"+"	1803
"2781"	"ENSG00000141577"	"chr17"	79163393	79163775	"-"	3966
"2782"	"ENSG00000262115"	"chr17"	79171193	79171255	"+"	805
"2783"	"ENSG00000167302"	"chr17"	79202077	79203276	"-"	4762
"2784"	"ENSG00000260005"	"chr17"	79202507	79203177	"+"	4506
"2785"	"ENSG00000224877"	"chr17"	79213039	79213247	"+"	1376
"2786"	"ENSG00000157637"	"chr17"	79218800	79220473	"-"	7716
"2787"	"ENSG00000185168"	"chr17"	79277571	79279162	"-"	2197
"2788"	"ENSG00000185332"	"chr17"	79285074	79287785	"-"	3790
"2789"	"ENSG00000263154"	"chr17"	79336072	79336121	"+"	665
"2790"	"ENSG00000262223"	"chr17"	79349801	79349973	"-"	1542
"2791"	"ENSG00000262877"	"chr17"	79361930	79363123	"-"	1561
"2792"	"ENSG00000263053"	"chr17"	79369275	79369435	"+"	992
"2793"	"ENSG00000171282"	"chr17"	79373540	79373717	"+"	11215
"2794"	"ENSG00000266392"	"chr17"	79374516	79374578	"-"	63
"2795"	"ENSG00000266189"	"chr17"	79418130	79418214	"-"	85
"2796"	"ENSG00000263271"	"chr17"	79428039	79428189	"-"	424
"2797"	"ENSG00000184009"	"chr17"	79476997	79477859	"-"	2976
"2798"	"ENSG00000266077"	"chr17"	79478052	79478135	"-"	84
"2799"	"ENSG00000229947"	"chr17"	79480089	79480210	"+"	122
"2800"	"ENSG00000229848"	"chr17"	79481073	79481246	"+"	957
"2801"	"ENSG00000186765"	"chr17"	79495422	79496383	"+"	2019
"2802"	"ENSG00000185504"	"chr17"	79506911	79507976	"-"	5380
"2803"	"ENSG00000182446"	"chr17"	79523913	79526442	"-"	9562
"2804"	"ENSG00000207021"	"chr17"	79540516	79540628	"+"	113
"2805"	"ENSG00000182612"	"chr17"	79604197	79604432	"+"	4749
"2806"	"ENSG00000185527"	"chr17"	79617489	79618180	"-"	1583
"2807"	"ENSG00000204237"	"chr17"	79632066	79633665	"-"	1600
"2808"	"ENSG00000185298"	"chr17"	79633394	79634037	"+"	2762
"2809"	"ENSG00000263853"	"chr17"	79643031	79643116	"+"	86
"2810"	"ENSG00000214087"	"chr17"	79648204	79648909	"-"	2597
"2811"	"ENSG00000185359"	"chr17"	79650356	79650658	"+"	8254
"2812"	"ENSG00000262049"	"chr17"	79668354	79670330	"-"	1977
"2813"	"ENSG00000262814"	"chr17"	79670387	79670605	"+"	1028
"2814"	"ENSG00000262660"	"chr17"	79670401	79670605	"+"	1922
"2815"	"ENSG00000183048"	"chr17"	79670404	79670605	"+"	3287
"2816"	"ENSG00000215644"	"chr17"	79762008	79762125	"+"	3241
"2817"	"ENSG00000225663"	"chr17"	79780287	79781389	"-"	3676
"2818"	"ENSG00000215621"	"chr17"	79780293	79780783	"-"	2974
"2819"	"ENSG00000182676"	"chr17"	79791368	79792529	"-"	1449
"2820"	"ENSG00000185624"	"chr17"	79801035	79801968	"-"	5303
"2821"	"ENSG00000262831"	"chr17"	79801041	79801209	"+"	529
"2822"	"ENSG00000262413"	"chr17"	79825597	79825818	"+"	762
"2823"	"ENSG00000141522"	"chr17"	79825597	79826951	"-"	2903
"2824"	"ENSG00000263731"	"chr17"	79836301	79838982	"-"	2682
"2825"	"ENSG00000263859"	"chr17"	79836543	79837229	"+"	782
"2826"	"ENSG00000183684"	"chr17"	79845713	79846021	"-"	1581
"2827"	"ENSG00000141552"	"chr17"	79848666	79848727	"+"	4020
"2828"	"ENSG00000183979"	"chr17"	79858621	79860781	"+"	2161
"2829"	"ENSG00000185813"	"chr17"	79858841	79862820	"-"	6897
"2830"	"ENSG00000187531"	"chr17"	79869815	79875029	"-"	6152
"2831"	"ENSG00000197063"	"chr17"	79876146	79880933	"-"	5220
"2832"	"ENSG00000264769"	"chr17"	79880775	79881108	"+"	563
"2833"	"ENSG00000265688"	"chr17"	79885705	79886321	"+"	1895
"2834"	"ENSG00000183010"	"chr17"	79890260	79891252	"-"	2886
"2835"	"ENSG00000263585"	"chr17"	79890274	79890660	"+"	450
"2836"	"ENSG00000185105"	"chr17"	79897521	79899719	"-"	2458
"2837"	"ENSG00000235296"	"chr17"	79899745	79899971	"+"	691
"2838"	"ENSG00000185269"	"chr17"	79910388	79911143	"-"	3014
"2839"	"ENSG00000264735"	"chr17"	79923508	79924465	"-"	958
"2840"	"ENSG00000169696"	"chr17"	79934683	79934855	"+"	12097
"2841"	"ENSG00000169689"	"chr17"	79976578	79977785	"-"	1531
"2842"	"ENSG00000169683"	"chr17"	79981178	79981739	"+"	3606
"2843"	"ENSG00000169750"	"chr17"	79989500	79989672	"+"	1527
"2844"	"ENSG00000169738"	"chr17"	79993012	79993121	"-"	1902
"2845"	"ENSG00000264569"	"chr17"	79995781	79996289	"+"	709
"2846"	"ENSG00000169733"	"chr17"	80005778	80009310	"-"	3865
"2847"	"ENSG00000169727"	"chr17"	80008567	80009019	"+"	6155
"2848"	"ENSG00000169718"	"chr17"	80015382	80016130	"-"	5999
"2849"	"ENSG00000169710"	"chr17"	80036214	80037156	"-"	8979
"2850"	"ENSG00000176155"	"chr17"	80059336	80059742	"-"	12397
"2851"	"ENSG00000238947"	"chr17"	80099539	80099649	"+"	111
"2852"	"ENSG00000265678"	"chr17"	80111306	80111782	"+"	555
"2853"	"ENSG00000266654"	"chr17"	80117932	80118214	"+"	345
"2854"	"ENSG00000264548"	"chr17"	80172103	80173473	"+"	2368
"2855"	"ENSG00000141526"	"chr17"	80186273	80186421	"+"	8995
"2856"	"ENSG00000141551"	"chr17"	80196899	80197044	"-"	11024
"2857"	"ENSG00000184551"	"chr17"	80206943	80209114	"+"	2759
"2858"	"ENSG00000268852"	"chr17"	80214131	80216080	"+"	1950
"2859"	"ENSG00000265692"	"chr17"	80247922	80249439	"-"	1810
"2860"	"ENSG00000260563"	"chr17"	80251592	80252786	"+"	1195
"2861"	"ENSG00000173762"	"chr17"	80272744	80275478	"-"	2735
"2862"	"ENSG00000141574"	"chr17"	80278900	80280246	"-"	2961
"2863"	"ENSG00000182459"	"chr17"	80317123	80317161	"+"	1936
"2864"	"ENSG00000181408"	"chr17"	80332153	80333462	"+"	1310
"2865"	"ENSG00000260011"	"chr17"	80338986	80339218	"-"	360
"2866"	"ENSG00000181396"	"chr17"	80347099	80351787	"-"	6391
"2867"	"ENSG00000264812"	"chr17"	80358579	80359258	"-"	680
"2868"	"ENSG00000201239"	"chr17"	80375102	80375197	"+"	96
"2869"	"ENSG00000169660"	"chr17"	80376194	80376616	"+"	4153
"2870"	"ENSG00000178927"	"chr17"	80400465	80402000	"-"	7234
"2871"	"ENSG00000265458"	"chr17"	80412149	80412289	"-"	456
"2872"	"ENSG00000141562"	"chr17"	80416056	80416393	"+"	7939
"2873"	"ENSG00000266445"	"chr17"	80434473	80435014	"-"	838
"2874"	"ENSG00000266236"	"chr17"	80439974	80440658	"+"	769
"2875"	"ENSG00000141568"	"chr17"	80477589	80478183	"+"	7780
"2876"	"ENSG00000265136"	"chr17"	80534492	80534739	"-"	456
"2877"	"ENSG00000262652"	"chr17"	80535899	80536492	"+"	594
"2878"	"ENSG00000238403"	"chr17"	80540381	80540476	"+"	96
"2879"	"ENSG00000262147"	"chr17"	80545189	80545350	"-"	318
"2880"	"ENSG00000261845"	"chr17"	80560865	80562054	"-"	1190
"2881"	"ENSG00000141580"	"chr17"	80572438	80573901	"-"	3542
"2882"	"ENSG00000141542"	"chr17"	80612849	80617635	"-"	6194
"2883"	"ENSG00000266107"	"chr17"	80626109	80626183	"-"	75
"2884"	"ENSG00000263063"	"chr17"	80671784	80671992	"-"	898
"2885"	"ENSG00000141560"	"chr17"	80674559	80674772	"+"	2971
"2886"	"ENSG00000263321"	"chr17"	80687040	80687345	"-"	333
"2887"	"ENSG00000167363"	"chr17"	80693451	80693653	"+"	3872
"2888"	"ENSG00000262410"	"chr17"	80702944	80703585	"+"	642
"2889"	"ENSG00000141556"	"chr17"	80709940	80710253	"+"	10472
"2890"	"ENSG00000264383"	"chr17"	80735830	80735915	"-"	86
"2891"	"ENSG00000265461"	"chr17"	80736353	80736450	"-"	98
"2892"	"ENSG00000263098"	"chr17"	80753362	80753635	"-"	413
"2893"	"ENSG00000141579"	"chr17"	80787311	80788753	"-"	3713
"2894"	"ENSG00000262663"	"chr17"	80876158	80876661	"+"	504
"2895"	"ENSG00000175711"	"chr17"	80900031	80900558	"-"	6891
"2896"	"ENSG00000262339"	"chr17"	80936401	80936475	"+"	628
"2897"	"ENSG00000176845"	"chr17"	81037567	81037861	"+"	2626
"2898"	"ENSG00000261888"	"chr17"	81061205	81063860	"+"	2656
"2899"	"ENSG00000262898"	"chr17"	81091900	81091971	"+"	641
"2900"	"ENSG00000262952"	"chr17"	81159765	81160013	"+"	868
"2901"	"ENSG00000256692"	"chr17"	81165854	81165886	"-"	90
"2902"	"ENSG00000262094"	"chr17"	81168296	81170725	"-"	2625
"2903"	"ENSG00000232938"	"chr17"	81174666	81175002	"+"	2256
"2904"	"ENSG00000228572"	"chrX"	170410	170513	"+"	259
"2905"	"ENSG00000182378"	"chrX"	192989	193061	"+"	6191
"2906"	"ENSG00000178605"	"chrX"	220025	220137	"-"	2363
"2907"	"ENSG00000226179"	"chrX"	281725	281983	"+"	428
"2908"	"ENSG00000167393"	"chrX"	294698	299631	"-"	9015
"2909"	"ENSG00000266731"	"chrX"	425316	425416	"-"	101
"2910"	"ENSG00000234958"	"chrX"	484510	484837	"-"	328
"2911"	"ENSG00000229232"	"chrX"	505971	506087	"-"	117
"2912"	"ENSG00000185960"	"chrX"	585079	585337	"+"	4384
"2913"	"ENSG00000237531"	"chrX"	950956	951162	"+"	588
"2914"	"ENSG00000225661"	"chrX"	969238	969286	"-"	730
"2915"	"ENSG00000205755"	"chrX"	1314890	1315014	"-"	1205
"2916"	"ENSG00000198223"	"chrX"	1387693	1387772	"+"	3830
"2917"	"ENSG00000264510"	"chrX"	1410648	1410721	"+"	74
"2918"	"ENSG00000264819"	"chrX"	1410987	1411060	"+"	74
"2919"	"ENSG00000263980"	"chrX"	1412508	1412582	"+"	75
"2920"	"ENSG00000265658"	"chrX"	1412811	1412885	"+"	75
"2921"	"ENSG00000263835"	"chrX"	1413025	1413099	"+"	75
"2922"	"ENSG00000223274"	"chrX"	1419149	1419268	"-"	120
"2923"	"ENSG00000265350"	"chrX"	1437739	1438052	"-"	314
"2924"	"ENSG00000185291"	"chrX"	1455509	1455819	"+"	1706
"2925"	"ENSG00000169100"	"chrX"	1505045	1505652	"-"	2164
"2926"	"ENSG00000236871"	"chrX"	1515320	1515541	"+"	592
"2927"	"ENSG00000236017"	"chrX"	1520662	1521118	"+"	1335
"2928"	"ENSG00000169093"	"chrX"	1522032	1522382	"-"	3506
"2929"	"ENSG00000182162"	"chrX"	1581465	1585475	"-"	4459
"2930"	"ENSG00000197976"	"chrX"	1710486	1710662	"+"	4075
"2931"	"ENSG00000196433"	"chrX"	1733894	1734161	"+"	1846
"2932"	"ENSG00000223511"	"chrX"	1851477	1851616	"+"	747
"2933"	"ENSG00000234622"	"chrX"	1886240	1886445	"+"	548
"2934"	"ENSG00000169084"	"chrX"	2137557	2139270	"-"	3620
"2935"	"ENSG00000223571"	"chrX"	2252336	2252960	"-"	651
"2936"	"ENSG00000214717"	"chrX"	2404455	2408813	"-"	4755
"2937"	"ENSG00000223773"	"chrX"	2527389	2527522	"+"	5921
"2938"	"ENSG00000230542"	"chrX"	2531029	2531737	"-"	1340
"2939"	"ENSG00000002586"	"chrX"	2609220	2609468	"+"	3284
"2940"	"ENSG00000124343"	"chrX"	2670091	2670376	"+"	3348
"2941"	"ENSG00000251848"	"chrX"	2729941	2730021	"+"	81
"2942"	"ENSG00000056998"	"chrX"	2746829	2747016	"+"	3646
"2943"	"ENSG00000235483"	"chrX"	2770781	2771050	"-"	515
"2944"	"ENSG00000006756"	"chrX"	2822011	2826025	"-"	7030
"2945"	"ENSG00000229851"	"chrX"	2822945	2823246	"+"	816
"2946"	"ENSG00000157399"	"chrX"	2852699	2853231	"-"	2618
"2947"	"ENSG00000205667"	"chrX"	2924654	2924745	"+"	1875
"2948"	"ENSG00000062096"	"chrX"	2959512	2959704	"+"	2215
"2949"	"ENSG00000239228"	"chrX"	2976264	2976543	"-"	280
"2950"	"ENSG00000230249"	"chrX"	3030941	3031172	"-"	386
"2951"	"ENSG00000228459"	"chrX"	3189861	3189959	"+"	782
"2952"	"ENSG00000101825"	"chrX"	3226606	3229665	"-"	9793
"2953"	"ENSG00000213487"	"chrX"	3285190	3286423	"+"	1234
"2954"	"ENSG00000212214"	"chrX"	3450158	3450292	"-"	135
"2955"	"ENSG00000207435"	"chrX"	3490898	3491002	"+"	105
"2956"	"ENSG00000183943"	"chrX"	3522411	3526986	"-"	6452
"2957"	"ENSG00000207332"	"chrX"	3525299	3525406	"-"	108
"2958"	"ENSG00000207320"	"chrX"	3559484	3559596	"-"	113
"2959"	"ENSG00000236188"	"chrX"	3577528	3577579	"+"	516
"2960"	"ENSG00000182888"	"chrX"	3635190	3635641	"+"	452
"2961"	"ENSG00000205664"	"chrX"	3735569	3735819	"-"	3054
"2962"	"ENSG00000234449"	"chrX"	3771051	3772968	"-"	4381
"2963"	"ENSG00000205663"	"chrX"	3809479	3811392	"-"	3700
"2964"	"ENSG00000205662"	"chrX"	3847910	3849823	"-"	2118
"2965"	"ENSG00000225722"	"chrX"	3871097	3871496	"+"	474
"2966"	"ENSG00000264861"	"chrX"	4501463	4501541	"-"	79
"2967"	"ENSG00000236513"	"chrX"	4545241	4546230	"-"	1184
"2968"	"ENSG00000222834"	"chrX"	4636834	4636955	"-"	122
"2969"	"ENSG00000235039"	"chrX"	5086959	5087480	"-"	522
"2970"	"ENSG00000226313"	"chrX"	5087553	5088686	"+"	1134
"2971"	"ENSG00000238193"	"chrX"	5223755	5225169	"-"	1415
"2972"	"ENSG00000201660"	"chrX"	5328163	5328292	"+"	130
"2973"	"ENSG00000236120"	"chrX"	5571462	5571744	"-"	976
"2974"	"ENSG00000146938"	"chrX"	5758678	5758932	"-"	7313
"2975"	"ENSG00000252291"	"chrX"	5979685	5979790	"-"	106
"2976"	"ENSG00000229818"	"chrX"	6299196	6299350	"-"	155
"2977"	"ENSG00000225962"	"chrX"	6299515	6299685	"-"	171
"2978"	"ENSG00000265284"	"chrX"	6301947	6302004	"-"	58
"2979"	"ENSG00000237730"	"chrX"	6340133	6340742	"-"	610
"2980"	"ENSG00000169059"	"chrX"	6451659	6452244	"-"	995
"2981"	"ENSG00000231217"	"chrX"	6585906	6586170	"-"	517
"2982"	"ENSG00000237490"	"chrX"	6907370	6907824	"+"	455
"2983"	"ENSG00000130021"	"chrX"	6966961	6968513	"-"	3168
"2984"	"ENSG00000228550"	"chrX"	7031046	7031445	"-"	400
"2985"	"ENSG00000264268"	"chrX"	7065901	7065978	"+"	78
"2986"	"ENSG00000101846"	"chrX"	7137497	7137727	"+"	6521
"2987"	"ENSG00000182583"	"chrX"	7810303	7810375	"+"	967
"2988"	"ENSG00000006757"	"chrX"	7866288	7868858	"-"	3441
"2989"	"ENSG00000230394"	"chrX"	7975419	7975490	"+"	177
"2990"	"ENSG00000207628"	"chrX"	8095006	8095102	"+"	97
"2991"	"ENSG00000177504"	"chrX"	8137989	8138390	"-"	811
"2992"	"ENSG00000205642"	"chrX"	8432871	8433031	"+"	1174
"2993"	"ENSG00000011201"	"chrX"	8496915	8501094	"-"	7131
"2994"	"ENSG00000225574"	"chrX"	8751555	8752502	"-"	948
"2995"	"ENSG00000183304"	"chrX"	8758836	8759213	"-"	1590
"2996"	"ENSG00000231619"	"chrX"	8824706	8825100	"-"	395
"2997"	"ENSG00000229012"	"chrX"	8831902	8832133	"-"	466
"2998"	"ENSG00000225271"	"chrX"	8948466	8950546	"-"	2081
"2999"	"ENSG00000177138"	"chrX"	8992273	8993418	"-"	6843
"3000"	"ENSG00000200852"	"chrX"	9101869	9101987	"+"	119
"3001"	"ENSG00000219870"	"chrX"	9147426	9147647	"+"	222
"3002"	"ENSG00000228543"	"chrX"	9217960	9218023	"+"	1715
"3003"	"ENSG00000232111"	"chrX"	9370791	9371755	"+"	11812
"3004"	"ENSG00000101849"	"chrX"	9431335	9431502	"+"	7006
"3005"	"ENSG00000101850"	"chrX"	9693386	9693880	"-"	2487
"3006"	"ENSG00000146950"	"chrX"	9754496	9754750	"+"	8253
"3007"	"ENSG00000215319"	"chrX"	9786279	9787509	"-"	1231
"3008"	"ENSG00000230326"	"chrX"	9833133	9833583	"-"	451
"3009"	"ENSG00000206844"	"chrX"	9842641	9842741	"-"	101
"3010"	"ENSG00000234469"	"chrX"	9935392	9936005	"+"	642
"3011"	"ENSG00000047644"	"chrX"	9983602	9983898	"+"	7114
"3012"	"ENSG00000225076"	"chrX"	9992882	9993117	"-"	578
"3013"	"ENSG00000202469"	"chrX"	10029262	10029363	"+"	102
"3014"	"ENSG00000073464"	"chrX"	10125024	10125140	"+"	6750
"3015"	"ENSG00000222133"	"chrX"	10184638	10184739	"-"	102
"3016"	"ENSG00000227042"	"chrX"	10210379	10210463	"+"	611
"3017"	"ENSG00000101871"	"chrX"	10413350	10417756	"-"	7569
"3018"	"ENSG00000207202"	"chrX"	10550857	10550959	"+"	103
"3019"	"ENSG00000234129"	"chrX"	10865996	10866923	"-"	3080
"3020"	"ENSG00000004961"	"chrX"	11129421	11129638	"+"	2335
"3021"	"ENSG00000207151"	"chrX"	11134212	11134313	"-"	102
"3022"	"ENSG00000047648"	"chrX"	11136239	11136479	"-"	8357
"3023"	"ENSG00000125363"	"chrX"	11311533	11311588	"+"	835
"3024"	"ENSG00000263652"	"chrX"	11336734	11336806	"-"	73
"3025"	"ENSG00000232392"	"chrX"	11352353	11353328	"-"	1190
"3026"	"ENSG00000223418"	"chrX"	11722243	11723710	"-"	1468
"3027"	"ENSG00000005302"	"chrX"	11776278	11776484	"+"	6494
"3028"	"ENSG00000206792"	"chrX"	12072943	12073045	"-"	103
"3029"	"ENSG00000169933"	"chrX"	12156585	12157131	"+"	8465
"3030"	"ENSG00000252111"	"chrX"	12166437	12166520	"-"	84
"3031"	"ENSG00000206795"	"chrX"	12167245	12167357	"+"	113
"3032"	"ENSG00000223487"	"chrX"	12391286	12391380	"-"	285
"3033"	"ENSG00000231211"	"chrX"	12413876	12414286	"-"	411
"3034"	"ENSG00000271814"	"chrX"	12632122	12632316	"-"	195
"3035"	"ENSG00000101911"	"chrX"	12809474	12809738	"+"	2758
"3036"	"ENSG00000229083"	"chrX"	12843959	12844479	"+"	686
"3037"	"ENSG00000230691"	"chrX"	12862984	12863549	"-"	566
"3038"	"ENSG00000196664"	"chrX"	12885202	12885242	"+"	5209
"3039"	"ENSG00000233338"	"chrX"	12920936	12922104	"-"	1349
"3040"	"ENSG00000101916"	"chrX"	12924739	12924828	"+"	4353
"3041"	"ENSG00000205542"	"chrX"	12993227	12994480	"+"	1705
"3042"	"ENSG00000187268"	"chrX"	13053737	13056622	"-"	5858
"3043"	"ENSG00000261030"	"chrX"	13111779	13112692	"+"	914
"3044"	"ENSG00000235385"	"chrX"	13284167	13285454	"-"	1557
"3045"	"ENSG00000231216"	"chrX"	13328771	13328861	"+"	2249
"3046"	"ENSG00000123594"	"chrX"	13336770	13338518	"-"	1749
"3047"	"ENSG00000235592"	"chrX"	13346056	13346077	"+"	739
"3048"	"ENSG00000226985"	"chrX"	13353360	13353431	"+"	922
"3049"	"ENSG00000226434"	"chrX"	13395307	13395454	"+"	586
"3050"	"ENSG00000197582"	"chrX"	13396854	13397459	"-"	606
"3051"	"ENSG00000198759"	"chrX"	13587724	13588054	"+"	2607
"3052"	"ENSG00000233357"	"chrX"	13592865	13593185	"+"	321
"3053"	"ENSG00000199622"	"chrX"	13614355	13614667	"+"	313
"3054"	"ENSG00000176896"	"chrX"	13671225	13671431	"+"	5441
"3055"	"ENSG00000123595"	"chrX"	13707244	13707407	"+"	2039
"3056"	"ENSG00000196459"	"chrX"	13730363	13732624	"-"	6107
"3057"	"ENSG00000046651"	"chrX"	13752832	13753202	"+"	5212
"3058"	"ENSG00000046653"	"chrX"	13789150	13792743	"-"	5675
"3059"	"ENSG00000233535"	"chrX"	13973512	13973747	"+"	696
"3060"	"ENSG00000212663"	"chrX"	13998185	13998597	"-"	544
"3061"	"ENSG00000046647"	"chrX"	14026398	14027288	"-"	2424
"3062"	"ENSG00000264331"	"chrX"	14093910	14094010	"-"	101
"3063"	"ENSG00000233247"	"chrX"	14262325	14263544	"+"	1220
"3064"	"ENSG00000101958"	"chrX"	14547420	14547641	"+"	3713
"3065"	"ENSG00000221278"	"chrX"	14783097	14783239	"-"	143
"3066"	"ENSG00000231066"	"chrX"	14852598	14853441	"-"	844
"3067"	"ENSG00000181544"	"chrX"	14861529	14862103	"-"	3215
"3068"	"ENSG00000130150"	"chrX"	14891563	14891659	"+"	5656
"3069"	"ENSG00000235929"	"chrX"	14996081	14996585	"-"	505
"3070"	"ENSG00000236929"	"chrX"	15135559	15135890	"-"	332
"3071"	"ENSG00000102048"	"chrX"	15253410	15253462	"-"	2363
"3072"	"ENSG00000165192"	"chrX"	15298053	15298751	"-"	3839
"3073"	"ENSG00000165195"	"chrX"	15337573	15339894	"-"	3746
"3074"	"ENSG00000165197"	"chrX"	15363713	15364381	"-"	2153
"3075"	"ENSG00000087842"	"chrX"	15402921	15403238	"-"	2512
"3076"	"ENSG00000102010"	"chrX"	15482369	15482547	"+"	2806
"3077"	"ENSG00000130234"	"chrX"	15579156	15580136	"-"	3926
"3078"	"ENSG00000225833"	"chrX"	15621004	15621104	"+"	574
